date,city,pollutant_type,pm25,year,facility_type,number,beds
2019-05-10,Lahore,PM 2.5,231,2019,National,,
2019-05-11,Lahore,PM 2.5,171,2019,National,,
2019-05-12,Lahore,PM 2.5,209,2019,National,,
2019-05-13,Lahore,PM 2.5,188,2019,National,,
2019-05-14,Lahore,PM 2.5,194,2019,National,,
2019-05-15,Lahore,PM 2.5,145,2019,National,,
2019-05-16,Lahore,PM 2.5,182,2019,National,,
2019-05-17,Lahore,PM 2.5,173,2019,National,,
2019-05-18,Lahore,PM 2.5,177,2019,National,,
2019-05-19,Lahore,PM 2.5,156,2019,National,,
2019-05-20,Lahore,PM 2.5,184,2019,National,,
2019-05-21,Lahore,PM 2.5,167,2019,National,,
2019-05-22,Lahore,PM 2.5,171,2019,National,,
2019-05-23,Lahore,PM 2.5,231,2019,National,,
2019-05-24,Lahore,PM 2.5,139,2019,National,,
2019-05-25,Lahore,PM 2.5,141,2019,National,,
2019-05-26,Lahore,PM 2.5,129,2019,National,,
2019-05-27,Lahore,PM 2.5,157,2019,National,,
2019-05-28,Lahore,PM 2.5,161,2019,National,,
2019-05-29,Lahore,PM 2.5,179,2019,National,,
2019-05-30,Lahore,PM 2.5,198,2019,National,,
2019-05-31,Lahore,PM 2.5,249,2019,National,,
2019-06-01,Lahore,PM 2.5,185,2019,National,,
2019-06-02,Lahore,PM 2.5,222,2019,National,,
2019-06-03,Lahore,PM 2.5,170,2019,National,,
2019-06-04,Lahore,PM 2.5,223,2019,National,,
2019-06-05,Lahore,PM 2.5,153,2019,National,,
2019-06-06,Lahore,PM 2.5,157,2019,National,,
2019-06-07,Lahore,PM 2.5,129,2019,National,,
2019-06-08,Lahore,PM 2.5,149,2019,National,,
2019-06-09,Lahore,PM 2.5,156,2019,National,,
2019-06-10,Lahore,PM 2.5,160,2019,National,,
2019-06-11,Lahore,PM 2.5,168,2019,National,,
2019-06-12,Lahore,PM 2.5,171,2019,National,,
2019-06-13,Lahore,PM 2.5,160,2019,National,,
2019-06-14,Lahore,PM 2.5,142,2019,National,,
2019-06-15,Lahore,PM 2.5,156,2019,National,,
2019-06-16,Lahore,PM 2.5,188,2019,National,,
2019-06-17,Lahore,PM 2.5,154,2019,National,,
2019-06-18,Lahore,PM 2.5,153,2019,National,,
2019-06-19,Lahore,PM 2.5,128,2019,National,,
2019-06-20,Lahore,PM 2.5,169,2019,National,,
2019-06-21,Lahore,PM 2.5,153,2019,National,,
2019-06-22,Lahore,PM 2.5,188,2019,National,,
2019-06-23,Lahore,PM 2.5,159,2019,National,,
2019-06-24,Lahore,PM 2.5,160,2019,National,,
2019-06-25,Lahore,PM 2.5,163,2019,National,,
2019-06-26,Lahore,PM 2.5,176,2019,National,,
2019-06-27,Lahore,PM 2.5,166,2019,National,,
2019-06-28,Lahore,PM 2.5,135,2019,National,,
2019-06-29,Lahore,PM 2.5,186,2019,National,,
2019-06-30,Lahore,PM 2.5,151,2019,National,,
2019-07-01,Lahore,PM 2.5,149,2019,National,,
2019-07-02,Lahore,PM 2.5,152,2019,National,,
2019-07-03,Lahore,PM 2.5,156,2019,National,,
2019-07-04,Lahore,PM 2.5,158,2019,National,,
2019-07-05,Lahore,PM 2.5,154,2019,National,,
2019-07-06,Lahore,PM 2.5,124,2019,National,,
2019-07-07,Lahore,PM 2.5,141,2019,National,,
2019-07-08,Lahore,PM 2.5,149,2019,National,,
2019-07-09,Lahore,PM 2.5,155,2019,National,,
2019-07-10,Lahore,PM 2.5,127,2019,National,,
2019-07-11,Lahore,PM 2.5,153,2019,National,,
2019-07-12,Lahore,PM 2.5,139,2019,National,,
2019-07-13,Lahore,PM 2.5,171,2019,National,,
2019-07-14,Lahore,PM 2.5,139,2019,National,,
2019-07-15,Lahore,PM 2.5,89,2019,National,,
2019-07-16,Lahore,PM 2.5,137,2019,National,,
2019-07-17,Lahore,PM 2.5,119,2019,National,,
2019-07-18,Lahore,PM 2.5,103,2019,National,,
2019-07-19,Lahore,PM 2.5,119,2019,National,,
2019-07-20,Lahore,PM 2.5,133,2019,National,,
2019-07-21,Lahore,PM 2.5,136,2019,National,,
2019-07-22,Lahore,PM 2.5,135,2019,National,,
2019-07-23,Lahore,PM 2.5,156,2019,National,,
2019-07-24,Lahore,PM 2.5,164,2019,National,,
2019-07-25,Lahore,PM 2.5,156,2019,National,,
2019-07-26,Lahore,PM 2.5,105,2019,National,,
2019-07-27,Lahore,PM 2.5,103,2019,National,,
2019-07-28,Lahore,PM 2.5,108,2019,National,,
2019-07-29,Lahore,PM 2.5,123,2019,National,,
2019-07-30,Lahore,PM 2.5,123,2019,National,,
2019-07-31,Lahore,PM 2.5,125,2019,National,,
2019-08-01,Lahore,PM 2.5,106,2019,National,,
2019-08-02,Lahore,PM 2.5,116,2019,National,,
2019-08-03,Lahore,PM 2.5,78,2019,National,,
2019-08-04,Lahore,PM 2.5,101,2019,National,,
2019-08-05,Lahore,PM 2.5,113,2019,National,,
2019-08-06,Lahore,PM 2.5,105,2019,National,,
2019-08-07,Lahore,PM 2.5,141,2019,National,,
2019-08-08,Lahore,PM 2.5,114,2019,National,,
2019-08-09,Lahore,PM 2.5,164,2019,National,,
2019-08-10,Lahore,PM 2.5,154,2019,National,,
2019-08-11,Lahore,PM 2.5,143,2019,National,,
2019-08-12,Lahore,PM 2.5,104,2019,National,,
2019-08-13,Lahore,PM 2.5,112,2019,National,,
2019-08-14,Lahore,PM 2.5,104,2019,National,,
2019-08-15,Lahore,PM 2.5,123,2019,National,,
2019-08-16,Lahore,PM 2.5,113,2019,National,,
2019-08-17,Lahore,PM 2.5,98,2019,National,,
2019-08-18,Lahore,PM 2.5,85,2019,National,,
2019-08-19,Lahore,PM 2.5,119,2019,National,,
2019-08-20,Lahore,PM 2.5,98,2019,National,,
2019-08-21,Lahore,PM 2.5,133,2019,National,,
2019-08-22,Lahore,PM 2.5,142,2019,National,,
2019-08-23,Lahore,PM 2.5,129,2019,National,,
2019-08-24,Lahore,PM 2.5,131,2019,National,,
2019-08-25,Lahore,PM 2.5,157,2019,National,,
2019-08-26,Lahore,PM 2.5,144,2019,National,,
2019-08-27,Lahore,PM 2.5,115,2019,National,,
2019-08-28,Lahore,PM 2.5,160,2019,National,,
2019-08-29,Lahore,PM 2.5,198,2019,National,,
2019-08-30,Lahore,PM 2.5,160,2019,National,,
2019-08-31,Lahore,PM 2.5,143,2019,National,,
2019-09-01,Lahore,PM 2.5,174,2019,National,,
2019-09-02,Lahore,PM 2.5,146,2019,National,,
2019-09-03,Lahore,PM 2.5,148,2019,National,,
2019-09-04,Lahore,PM 2.5,166,2019,National,,
2019-09-05,Lahore,PM 2.5,167,2019,National,,
2019-09-06,Lahore,PM 2.5,101,2019,National,,
2019-09-07,Lahore,PM 2.5,136,2019,National,,
2019-09-08,Lahore,PM 2.5,133,2019,National,,
2019-09-09,Lahore,PM 2.5,163,2019,National,,
2019-09-10,Lahore,PM 2.5,155,2019,National,,
2019-09-11,Lahore,PM 2.5,151,2019,National,,
2019-09-12,Lahore,PM 2.5,155,2019,National,,
2019-09-13,Lahore,PM 2.5,162,2019,National,,
2019-09-14,Lahore,PM 2.5,157,2019,National,,
2019-09-15,Lahore,PM 2.5,159,2019,National,,
2019-09-16,Lahore,PM 2.5,158,2019,National,,
2019-09-17,Lahore,PM 2.5,145,2019,National,,
2019-09-18,Lahore,PM 2.5,136,2019,National,,
2019-09-19,Lahore,PM 2.5,159,2019,National,,
2019-09-20,Lahore,PM 2.5,133,2019,National,,
2019-09-21,Lahore,PM 2.5,128,2019,National,,
2019-09-22,Lahore,PM 2.5,183,2019,National,,
2019-09-23,Lahore,PM 2.5,155,2019,National,,
2019-09-24,Lahore,PM 2.5,130,2019,National,,
2019-09-25,Lahore,PM 2.5,133,2019,National,,
2019-09-26,Lahore,PM 2.5,150,2019,National,,
2019-09-27,Lahore,PM 2.5,161,2019,National,,
2019-09-28,Lahore,PM 2.5,156,2019,National,,
2019-09-29,Lahore,PM 2.5,116,2019,National,,
2019-09-30,Lahore,PM 2.5,93,2019,National,,
2019-10-01,Lahore,PM 2.5,183,2019,National,,
2019-10-02,Lahore,PM 2.5,142,2019,National,,
2019-10-03,Lahore,PM 2.5,162,2019,National,,
2019-10-04,Lahore,PM 2.5,163,2019,National,,
2019-10-05,Lahore,PM 2.5,185,2019,National,,
2019-10-06,Lahore,PM 2.5,-,2019,National,,
2019-10-07,Lahore,PM 2.5,-,2019,National,,
2019-10-08,Lahore,PM 2.5,144,2019,National,,
2019-10-09,Lahore,PM 2.5,155,2019,National,,
2019-10-10,Lahore,PM 2.5,185,2019,National,,
2019-10-11,Lahore,PM 2.5,184,2019,National,,
2019-10-12,Lahore,PM 2.5,224,2019,National,,
2019-10-13,Lahore,PM 2.5,192,2019,National,,
2019-10-14,Lahore,PM 2.5,200,2019,National,,
2019-10-15,Lahore,PM 2.5,200,2019,National,,
2019-10-16,Lahore,PM 2.5,188,2019,National,,
2019-10-17,Lahore,PM 2.5,223,2019,National,,
2019-10-18,Lahore,PM 2.5,246,2019,National,,
2019-10-19,Lahore,PM 2.5,156,2019,National,,
2019-10-20,Lahore,PM 2.5,163,2019,National,,
2019-10-21,Lahore,PM 2.5,165,2019,National,,
2019-10-22,Lahore,PM 2.5,187,2019,National,,
2019-10-23,Lahore,PM 2.5,193,2019,National,,
2019-10-24,Lahore,PM 2.5,213,2019,National,,
2019-10-25,Lahore,PM 2.5,237,2019,National,,
2019-10-26,Lahore,PM 2.5,253,2019,National,,
2019-10-27,Lahore,PM 2.5,294,2019,National,,
2019-10-28,Lahore,PM 2.5,265,2019,National,,
2019-10-29,Lahore,PM 2.5,297,2019,National,,
2019-10-30,Lahore,PM 2.5,315,2019,National,,
2019-10-31,Lahore,PM 2.5,374,2019,National,,
2019-11-01,Lahore,PM 2.5,338,2019,National,,
2019-11-02,Lahore,PM 2.5,402,2019,National,,
2019-11-03,Lahore,PM 2.5,288,2019,National,,
2019-11-04,Lahore,PM 2.5,255,2019,National,,
2019-11-05,Lahore,PM 2.5,248,2019,National,,
2019-11-06,Lahore,PM 2.5,204,2019,National,,
2019-11-07,Lahore,PM 2.5,266,2019,National,,
2019-11-08,Lahore,PM 2.5,136,2019,National,,
2019-11-09,Lahore,PM 2.5,165,2019,National,,
2019-11-10,Lahore,PM 2.5,200,2019,National,,
2019-11-11,Lahore,PM 2.5,182,2019,National,,
2019-11-12,Lahore,PM 2.5,207,2019,National,,
2019-11-13,Lahore,PM 2.5,272,2019,National,,
2019-11-14,Lahore,PM 2.5,370,2019,National,,
2019-11-15,Lahore,PM 2.5,369,2019,National,,
2019-11-16,Lahore,PM 2.5,286,2019,National,,
2019-11-17,Lahore,PM 2.5,259,2019,National,,
2019-11-18,Lahore,PM 2.5,188,2019,National,,
2019-11-19,Lahore,PM 2.5,214,2019,National,,
2019-11-20,Lahore,PM 2.5,299,2019,National,,
2019-11-21,Lahore,PM 2.5,310,2019,National,,
2019-11-22,Lahore,PM 2.5,451,2019,National,,
2019-11-23,Lahore,PM 2.5,319,2019,National,,
2019-11-24,Lahore,PM 2.5,181,2019,National,,
2019-11-25,Lahore,PM 2.5,186,2019,National,,
2019-11-26,Lahore,PM 2.5,236,2019,National,,
2019-11-27,Lahore,PM 2.5,333,2019,National,,
2019-11-28,Lahore,PM 2.5,186,2019,National,,
2019-11-29,Lahore,PM 2.5,227,2019,National,,
2019-11-30,Lahore,PM 2.5,221,2019,National,,
2019-12-01,Lahore,PM 2.5,200,2019,National,,
2019-12-02,Lahore,PM 2.5,254,2019,National,,
2019-12-03,Lahore,PM 2.5,273,2019,National,,
2019-12-04,Lahore,PM 2.5,276,2019,National,,
2019-12-05,Lahore,PM 2.5,324,2019,National,,
2019-12-06,Lahore,PM 2.5,333,2019,National,,
2019-12-07,Lahore,PM 2.5,370,2019,National,,
2019-12-08,Lahore,PM 2.5,317,2019,National,,
2019-12-09,Lahore,PM 2.5,369,2019,National,,
2019-12-10,Lahore,PM 2.5,337,2019,National,,
2019-12-11,Lahore,PM 2.5,478,2019,National,,
2019-12-12,Lahore,PM 2.5,380,2019,National,,
2019-12-13,Lahore,PM 2.5,281,2019,National,,
2019-12-14,Lahore,PM 2.5,171,2019,National,,
2019-12-15,Lahore,PM 2.5,224,2019,National,,
2019-12-16,Lahore,PM 2.5,192,2019,National,,
2019-12-17,Lahore,PM 2.5,189,2019,National,,
2019-12-18,Lahore,PM 2.5,260,2019,National,,
2019-12-19,Lahore,PM 2.5,294,2019,National,,
2019-12-20,Lahore,PM 2.5,236,2019,National,,
2019-12-21,Lahore,PM 2.5,417,2019,National,,
2019-12-22,Lahore,PM 2.5,305,2019,National,,
2019-12-23,Lahore,PM 2.5,276,2019,National,,
2019-12-24,Lahore,PM 2.5,313,2019,National,,
2019-12-25,Lahore,PM 2.5,280,2019,National,,
2019-12-26,Lahore,PM 2.5,282,2019,National,,
2019-12-27,Lahore,PM 2.5,296,2019,National,,
2019-12-28,Lahore,PM 2.5,315,2019,National,,
2019-12-29,Lahore,PM 2.5,330,2019,National,,
2019-12-30,Lahore,PM 2.5,312,2019,National,,
2019-12-31,Lahore,PM 2.5,-,2019,National,,
2019-05-24,Karachi,PM 2.5,112,2019,National,,
2019-05-25,Karachi,PM 2.5,124,2019,National,,
2019-05-26,Karachi,PM 2.5,127,2019,National,,
2019-05-27,Karachi,PM 2.5,119,2019,National,,
2019-05-28,Karachi,PM 2.5,93,2019,National,,
2019-05-29,Karachi,PM 2.5,89,2019,National,,
2019-05-30,Karachi,PM 2.5,77,2019,National,,
2019-05-31,Karachi,PM 2.5,84,2019,National,,
2019-06-01,Karachi,PM 2.5,100,2019,National,,
2019-06-02,Karachi,PM 2.5,78,2019,National,,
2019-06-03,Karachi,PM 2.5,72,2019,National,,
2019-06-04,Karachi,PM 2.5,65,2019,National,,
2019-06-05,Karachi,PM 2.5,66,2019,National,,
2019-06-06,Karachi,PM 2.5,62,2019,National,,
2019-06-07,Karachi,PM 2.5,62,2019,National,,
2019-06-08,Karachi,PM 2.5,63,2019,National,,
2019-06-09,Karachi,PM 2.5,61,2019,National,,
2019-06-10,Karachi,PM 2.5,62,2019,National,,
2019-06-11,Karachi,PM 2.5,67,2019,National,,
2019-06-12,Karachi,PM 2.5,76,2019,National,,
2019-06-13,Karachi,PM 2.5,112,2019,National,,
2019-06-14,Karachi,PM 2.5,127,2019,National,,
2019-06-15,Karachi,PM 2.5,113,2019,National,,
2019-06-16,Karachi,PM 2.5,101,2019,National,,
2019-06-17,Karachi,PM 2.5,85,2019,National,,
2019-06-18,Karachi,PM 2.5,73,2019,National,,
2019-06-19,Karachi,PM 2.5,83,2019,National,,
2019-06-20,Karachi,PM 2.5,99,2019,National,,
2019-06-21,Karachi,PM 2.5,90,2019,National,,
2019-06-22,Karachi,PM 2.5,102,2019,National,,
2019-06-23,Karachi,PM 2.5,133,2019,National,,
2019-06-24,Karachi,PM 2.5,116,2019,National,,
2019-06-25,Karachi,PM 2.5,118,2019,National,,
2019-06-26,Karachi,PM 2.5,95,2019,National,,
2019-06-27,Karachi,PM 2.5,82,2019,National,,
2019-06-28,Karachi,PM 2.5,79,2019,National,,
2019-06-29,Karachi,PM 2.5,88,2019,National,,
2019-06-30,Karachi,PM 2.5,91,2019,National,,
2019-07-01,Karachi,PM 2.5,93,2019,National,,
2019-07-02,Karachi,PM 2.5,88,2019,National,,
2019-07-03,Karachi,PM 2.5,94,2019,National,,
2019-07-04,Karachi,PM 2.5,90,2019,National,,
2019-07-05,Karachi,PM 2.5,94,2019,National,,
2019-07-06,Karachi,PM 2.5,98,2019,National,,
2019-07-07,Karachi,PM 2.5,101,2019,National,,
2019-07-08,Karachi,PM 2.5,103,2019,National,,
2019-07-09,Karachi,PM 2.5,111,2019,National,,
2019-07-10,Karachi,PM 2.5,113,2019,National,,
2019-07-11,Karachi,PM 2.5,95,2019,National,,
2019-07-12,Karachi,PM 2.5,97,2019,National,,
2019-07-13,Karachi,PM 2.5,98,2019,National,,
2019-07-14,Karachi,PM 2.5,89,2019,National,,
2019-07-15,Karachi,PM 2.5,81,2019,National,,
2019-07-16,Karachi,PM 2.5,90,2019,National,,
2019-07-17,Karachi,PM 2.5,87,2019,National,,
2019-07-18,Karachi,PM 2.5,91,2019,National,,
2019-07-19,Karachi,PM 2.5,90,2019,National,,
2019-07-20,Karachi,PM 2.5,87,2019,National,,
2019-07-21,Karachi,PM 2.5,88,2019,National,,
2019-07-22,Karachi,PM 2.5,82,2019,National,,
2019-07-23,Karachi,PM 2.5,83,2019,National,,
2019-07-24,Karachi,PM 2.5,80,2019,National,,
2019-07-25,Karachi,PM 2.5,75,2019,National,,
2019-07-26,Karachi,PM 2.5,81,2019,National,,
2019-07-27,Karachi,PM 2.5,101,2019,National,,
2019-07-28,Karachi,PM 2.5,90,2019,National,,
2019-07-29,Karachi,PM 2.5,82,2019,National,,
2019-07-30,Karachi,PM 2.5,73,2019,National,,
2019-07-31,Karachi,PM 2.5,72,2019,National,,
2019-08-01,Karachi,PM 2.5,75,2019,National,,
2019-08-02,Karachi,PM 2.5,84,2019,National,,
2019-08-03,Karachi,PM 2.5,91,2019,National,,
2019-08-04,Karachi,PM 2.5,88,2019,National,,
2019-08-05,Karachi,PM 2.5,87,2019,National,,
2019-08-06,Karachi,PM 2.5,89,2019,National,,
2019-08-07,Karachi,PM 2.5,96,2019,National,,
2019-08-08,Karachi,PM 2.5,103,2019,National,,
2019-08-09,Karachi,PM 2.5,114,2019,National,,
2019-08-10,Karachi,PM 2.5,120,2019,National,,
2019-08-11,Karachi,PM 2.5,101,2019,National,,
2019-08-12,Karachi,PM 2.5,62,2019,National,,
2019-08-13,Karachi,PM 2.5,55,2019,National,,
2019-08-14,Karachi,PM 2.5,82,2019,National,,
2019-08-15,Karachi,PM 2.5,50,2019,National,,
2019-08-16,Karachi,PM 2.5,56,2019,National,,
2019-08-17,Karachi,PM 2.5,63,2019,National,,
2019-08-18,Karachi,PM 2.5,55,2019,National,,
2019-08-19,Karachi,PM 2.5,58,2019,National,,
2019-08-20,Karachi,PM 2.5,64,2019,National,,
2019-08-21,Karachi,PM 2.5,65,2019,National,,
2019-08-22,Karachi,PM 2.5,73,2019,National,,
2019-08-23,Karachi,PM 2.5,69,2019,National,,
2019-08-24,Karachi,PM 2.5,79,2019,National,,
2019-08-25,Karachi,PM 2.5,78,2019,National,,
2019-08-26,Karachi,PM 2.5,86,2019,National,,
2019-08-27,Karachi,PM 2.5,90,2019,National,,
2019-08-28,Karachi,PM 2.5,85,2019,National,,
2019-08-29,Karachi,PM 2.5,91,2019,National,,
2019-08-30,Karachi,PM 2.5,89,2019,National,,
2019-08-31,Karachi,PM 2.5,118,2019,National,,
2019-09-01,Karachi,PM 2.5,107,2019,National,,
2019-09-02,Karachi,PM 2.5,78,2019,National,,
2019-09-03,Karachi,PM 2.5,82,2019,National,,
2019-09-04,Karachi,PM 2.5,81,2019,National,,
2019-09-05,Karachi,PM 2.5,77,2019,National,,
2019-09-06,Karachi,PM 2.5,79,2019,National,,
2019-09-07,Karachi,PM 2.5,85,2019,National,,
2019-09-08,Karachi,PM 2.5,86,2019,National,,
2019-09-09,Karachi,PM 2.5,88,2019,National,,
2019-09-10,Karachi,PM 2.5,81,2019,National,,
2019-09-11,Karachi,PM 2.5,76,2019,National,,
2019-09-12,Karachi,PM 2.5,87,2019,National,,
2019-09-13,Karachi,PM 2.5,81,2019,National,,
2019-09-14,Karachi,PM 2.5,77,2019,National,,
2019-09-15,Karachi,PM 2.5,71,2019,National,,
2019-09-16,Karachi,PM 2.5,69,2019,National,,
2019-09-17,Karachi,PM 2.5,68,2019,National,,
2019-09-18,Karachi,PM 2.5,78,2019,National,,
2019-09-19,Karachi,PM 2.5,96,2019,National,,
2019-09-20,Karachi,PM 2.5,99,2019,National,,
2019-09-21,Karachi,PM 2.5,100,2019,National,,
2019-09-22,Karachi,PM 2.5,131,2019,National,,
2019-09-23,Karachi,PM 2.5,136,2019,National,,
2019-09-24,Karachi,PM 2.5,118,2019,National,,
2019-09-25,Karachi,PM 2.5,79,2019,National,,
2019-09-26,Karachi,PM 2.5,91,2019,National,,
2019-09-27,Karachi,PM 2.5,139,2019,National,,
2019-09-28,Karachi,PM 2.5,119,2019,National,,
2019-09-29,Karachi,PM 2.5,134,2019,National,,
2019-09-30,Karachi,PM 2.5,73,2019,National,,
2019-10-01,Karachi,PM 2.5,95,2019,National,,
2019-10-02,Karachi,PM 2.5,63,2019,National,,
2019-10-03,Karachi,PM 2.5,66,2019,National,,
2019-10-04,Karachi,PM 2.5,70,2019,National,,
2019-10-05,Karachi,PM 2.5,79,2019,National,,
2019-10-06,Karachi,PM 2.5,91,2019,National,,
2019-10-07,Karachi,PM 2.5,79,2019,National,,
2019-10-08,Karachi,PM 2.5,84,2019,National,,
2019-10-09,Karachi,PM 2.5,114,2019,National,,
2019-10-10,Karachi,PM 2.5,103,2019,National,,
2019-10-11,Karachi,PM 2.5,87,2019,National,,
2019-10-12,Karachi,PM 2.5,104,2019,National,,
2019-10-13,Karachi,PM 2.5,99,2019,National,,
2019-10-14,Karachi,PM 2.5,106,2019,National,,
2019-10-15,Karachi,PM 2.5,91,2019,National,,
2019-10-16,Karachi,PM 2.5,101,2019,National,,
2019-10-17,Karachi,PM 2.5,121,2019,National,,
2019-10-18,Karachi,PM 2.5,102,2019,National,,
2019-10-19,Karachi,PM 2.5,118,2019,National,,
2019-10-20,Karachi,PM 2.5,156,2019,National,,
2019-10-21,Karachi,PM 2.5,148,2019,National,,
2019-10-22,Karachi,PM 2.5,169,2019,National,,
2019-10-23,Karachi,PM 2.5,155,2019,National,,
2019-10-24,Karachi,PM 2.5,118,2019,National,,
2019-10-25,Karachi,PM 2.5,145,2019,National,,
2019-10-26,Karachi,PM 2.5,161,2019,National,,
2019-10-27,Karachi,PM 2.5,161,2019,National,,
2019-10-28,Karachi,PM 2.5,156,2019,National,,
2019-10-29,Karachi,PM 2.5,144,2019,National,,
2019-10-30,Karachi,PM 2.5,146,2019,National,,
2019-10-31,Karachi,PM 2.5,122,2019,National,,
2019-11-01,Karachi,PM 2.5,101,2019,National,,
2019-11-02,Karachi,PM 2.5,129,2019,National,,
2019-11-03,Karachi,PM 2.5,105,2019,National,,
2019-11-04,Karachi,PM 2.5,89,2019,National,,
2019-11-05,Karachi,PM 2.5,117,2019,National,,
2019-11-06,Karachi,PM 2.5,131,2019,National,,
2019-11-07,Karachi,PM 2.5,106,2019,National,,
2019-11-08,Karachi,PM 2.5,-,2019,National,,
2019-11-09,Karachi,PM 2.5,-,2019,National,,
2019-11-10,Karachi,PM 2.5,-,2019,National,,
2019-11-11,Karachi,PM 2.5,136,2019,National,,
2019-11-12,Karachi,PM 2.5,147,2019,National,,
2019-11-13,Karachi,PM 2.5,164,2019,National,,
2019-11-14,Karachi,PM 2.5,168,2019,National,,
2019-11-15,Karachi,PM 2.5,152,2019,National,,
2019-11-16,Karachi,PM 2.5,-,2019,National,,
2019-11-17,Karachi,PM 2.5,-,2019,National,,
2019-11-18,Karachi,PM 2.5,-,2019,National,,
2019-11-19,Karachi,PM 2.5,129,2019,National,,
2019-11-20,Karachi,PM 2.5,134,2019,National,,
2019-11-21,Karachi,PM 2.5,113,2019,National,,
2019-11-22,Karachi,PM 2.5,145,2019,National,,
2019-11-23,Karachi,PM 2.5,166,2019,National,,
2019-11-24,Karachi,PM 2.5,171,2019,National,,
2019-11-25,Karachi,PM 2.5,160,2019,National,,
2019-11-26,Karachi,PM 2.5,143,2019,National,,
2019-11-27,Karachi,PM 2.5,141,2019,National,,
2019-11-28,Karachi,PM 2.5,149,2019,National,,
2019-11-29,Karachi,PM 2.5,156,2019,National,,
2019-11-30,Karachi,PM 2.5,150,2019,National,,
2019-12-01,Karachi,PM 2.5,158,2019,National,,
2019-12-02,Karachi,PM 2.5,148,2019,National,,
2019-12-03,Karachi,PM 2.5,155,2019,National,,
2019-12-04,Karachi,PM 2.5,140,2019,National,,
2019-12-05,Karachi,PM 2.5,132,2019,National,,
2019-12-06,Karachi,PM 2.5,138,2019,National,,
2019-12-07,Karachi,PM 2.5,137,2019,National,,
2019-12-08,Karachi,PM 2.5,143,2019,National,,
2019-12-09,Karachi,PM 2.5,148,2019,National,,
2019-12-10,Karachi,PM 2.5,167,2019,National,,
2019-12-11,Karachi,PM 2.5,210,2019,National,,
2019-12-12,Karachi,PM 2.5,102,2019,National,,
2019-12-13,Karachi,PM 2.5,160,2019,National,,
2019-12-14,Karachi,PM 2.5,169,2019,National,,
2019-12-15,Karachi,PM 2.5,157,2019,National,,
2019-12-16,Karachi,PM 2.5,161,2019,National,,
2019-12-17,Karachi,PM 2.5,164,2019,National,,
2019-12-18,Karachi,PM 2.5,134,2019,National,,
2019-12-19,Karachi,PM 2.5,141,2019,National,,
2019-12-20,Karachi,PM 2.5,175,2019,National,,
2019-12-21,Karachi,PM 2.5,165,2019,National,,
2019-12-22,Karachi,PM 2.5,154,2019,National,,
2019-12-23,Karachi,PM 2.5,135,2019,National,,
2019-12-24,Karachi,PM 2.5,146,2019,National,,
2019-12-25,Karachi,PM 2.5,152,2019,National,,
2019-12-26,Karachi,PM 2.5,149,2019,National,,
2019-12-27,Karachi,PM 2.5,165,2019,National,,
2019-12-28,Karachi,PM 2.5,210,2019,National,,
2019-12-29,Karachi,PM 2.5,198,2019,National,,
2019-12-30,Karachi,PM 2.5,177,2019,National,,
2019-12-31,Karachi,PM 2.5,-,2019,National,,
2019-04-29,Islamabad,PM 2.5,162,2019,National,,
2019-04-30,Islamabad,PM 2.5,124,2019,National,,
2019-05-01,Islamabad,PM 2.5,89,2019,National,,
2019-05-02,Islamabad,PM 2.5,87,2019,National,,
2019-05-03,Islamabad,PM 2.5,69,2019,National,,
2019-05-04,Islamabad,PM 2.5,72,2019,National,,
